1, C60, P13
9436, C82, P7
9437, C52, P16
9438, C93, P1
9439, C6, P13
9440, C82, P8
9441, C40, P3
9442, C43, P10
9443, C44, P5
9444, C78, P15
9445, C37, P8
9446, C68, P2
9447, C26, P17
9448, C10, P11
9449, C44, P1
9450, C93, P9
9451, C82, P2
9452, C46, P20
9453, C48, P18
9454, C90, P16
9455, C46, P17
9456, C61, P9
9457, C76, P8
9458, C22, P17
9459, C75, P2
9460, C24, P9
9461, C38, P8
9462, C7, P17
9463, C51, P2
9464, C42, P16
9465, C79, P9
9466, C88, P19
9467, C2, P5
9468, C74, P2
9469, C47, P10
9470, C100, P3
9471, C63, P16
9472, C96, P16
9473, C90, P7
9474, C97, P10
9475, C89, P10
9476, C25, P5
9477, C43, P5
9478, C2, P2
9479, C95, P6
9480, C96, P9
9481, C6, P10
9482, C65, P9
9483, C66, P1
9484, C78, P1
9485, C29, P9
9486, C66, P13
9487, C48, P8
9488, C37, P16
9489, C18, P20
9490, C71, P6
9491, C8, P16
9492, C42, P15
9493, C93, P8
9494, C49, P5
9495, C9, P16
9496, C99, P17
9497, C74, P5
9498, C63, P9
9499, C65, P16
9500, C38, P9
9501, C54, P4
9502, C51, P14
9503, C10, P20
9504, C49, P18
9505, C73, P4
9506, C6, P5
9507, C12, P7
9508, C83, P16
9509, C79, P15
9510, C81, P5
9511, C90, P7
9512, C42, P1
9513, C45, P9
9514, C42, P20
9515, C60, P3
9516, C42, P15
9517, C47, P9
9518, C41, P9
9519, C87, P9
9520, C57, P12
9521, C65, P13
9522, C52, P16
9523, C46, P8
9524, C15, P6
9525, C74, P11
9526, C97, P14
9527, C59, P5
9528, C2, P4
9529, C69, P18
9530, C76, P17
9531, C17, P12
9532, C33, P12
9533, C13, P15
9534, C26, P2
9535, C15, P13
9536, C88, P11
9537, C23, P15
9538, C3, P13
9539, C37, P18
9540, C55, P8
9541, C37, P14
9542, C55, P7
9543, C42, P12
9544, C99, P6
9545, C36, P8
9546, C79, P16
9547, C12, P3
9548, C72, P4
9549, C80, P13
9550, C62, P4
9551, C48, P10
9552, C95, P17
9553, C17, P19
9554, C87, P15
9555, C66, P20
9556, C85, P20
9557, C58, P17
9558, C40, P7
9559, C36, P8
9560, C32, P9
9561, C91, P9
9562, C64, P8
9563, C64, P13
9564, C23, P10
9565, C66, P17
9566, C71, P13
9567, C57, P10
9568, C75, P8
9569, C72, P12
9570, C42, P11
9571, C26, P8
9572, C42, P13
9573, C13, P19
9574, C77, P12
9575, C41, P20
9576, C85, P12
9577, C67, P5
9578, C39, P20
9579, C79, P4
9580, C12, P18
9581, C26, P13
9582, C29, P1
9583, C11, P4
9584, C88, P9
9585, C69, P19
9586, C57, P19
9587, C82, P20
9588, C4, P16
9589, C74, P17
9590, C95, P3
9591, C54, P9
9592, C18, P13
9593, C56, P3
9594, C74, P3
9595, C45, P12
9596, C25, P10
9597, C94, P10
9598, C71, P6
9599, C63, P19
9600, C3, P19
9601, C36, P6
9602, C83, P19
9603, C42, P19
9604, C1, P11
9605, C97, P7
9606, C42, P16
9607, C25, P3
9608, C79, P17
9609, C96, P11
9610, C12, P10
9611, C28, P6
9612, C93, P16
9613, C26, P1
9614, C82, P9
9615, C15, P6
9616, C28, P1
9617, C13, P16
9618, C94, P16
9619, C95, P13
9620, C55, P9
9621, C6, P13
9622, C19, P12
9623, C89, P3
9624, C72, P8
9625, C24, P15
9626, C93, P14
9627, C19, P5
9628, C58, P10
9629, C89, P15
9630, C87, P15
9631, C79, P15
9632, C41, P11
9633, C11, P9
9634, C27, P17
9635, C3, P15
9636, C51, P14
9637, C90, P3
9638, C69, P7
9639, C95, P4
9640, C12, P7
9641, C91, P1
9642, C87, P20
9643, C94, P6
9644, C51, P12
9645, C80, P18
9646, C16, P10
9647, C84, P6
9648, C23, P6
9649, C7, P14
9650, C34, P19
9651, C51, P3
9652, C54, P12
9653, C95, P12
9654, C80, P19
9655, C99, P2
9656, C2, P20
9657, C90, P14
9658, C51, P5
9659, C17, P10
9660, C13, P2
9661, C95, P1
9662, C84, P2
9663, C7, P14
9664, C66, P3
9665, C84, P14
9666, C80, P16
9667, C38, P15
9668, C71, P4
9669, C13, P20
9670, C45, P16
9671, C81, P9
9672, C3, P10
9673, C91, P18
9674, C95, P8
9675, C78, P1
9676, C49, P14
9677, C21, P17
9678, C87, P13
9679, C27, P7
9680, C56, P4
9681, C24, P6
9682, C89, P14
9683, C31, P13
9684, C12, P18
9685, C22, P10
9686, C75, P8
9687, C92, P7
9688, C63, P10
9689, C40, P9
9690, C18, P11
9691, C22, P15
9692, C61, P1
9693, C100, P6
9694, C45, P14
9695, C7, P10
9696, C59, P8
9697, C99, P15
9698, C82, P12
9699, C5, P10
9700, C88, P17
9701, C80, P20
9702, C37, P20
9703, C10, P18
9704, C1, P12
9705, C13, P12
9706, C70, P11
9707, C27, P2
9708, C68, P16
9709, C56, P4
9710, C30, P13
9711, C26, P18
9712, C65, P15
9713, C72, P6
9714, C55, P12
9715, C24, P5
9716, C1, P15
9717, C59, P6
9718, C15, P1
9719, C1, P4
9720, C14, P10
9721, C17, P10
9722, C44, P7
9723, C82, P20
9724, C21, P10
9725, C14, P1
9726, C90, P1
9727, C48, P11
9728, C12, P3
9729, C34, P5
9730, C47, P1
9731, C61, P10
9732, C5, P17
9733, C88, P18
9734, C43, P1
9735, C51, P18
9736, C30, P7
9737, C27, P16
9738, C17, P4
9739, C75, P14
9740, C52, P10
9741, C77, P12
9742, C46, P7
9743, C75, P12
9744, C74, P12
9745, C21, P19
9746, C30, P18
9747, C20, P6
9748, C95, P19
9749, C98, P19
9750, C55, P6
9751, C1, P6
9752, C61, P12
9753, C44, P3
9754, C19, P8
9755, C14, P7
9756, C52, P7
9757, C10, P18
9758, C26, P12
9759, C38, P15
9760, C67, P11
9761, C19, P6
9762, C85, P4
9763, C31, P13
9764, C98, P2
9765, C55, P14
9766, C53, P4
9767, C48, P7
9768, C50, P19
9769, C83, P3
9770, C90, P3
9771, C24, P17
9772, C30, P15
9773, C94, P2
9774, C40, P15
9775, C91, P1
9776, C73, P18
9777, C76, P11
9778, C67, P20
9779, C25, P2
9780, C69, P2
9781, C20, P17
9782, C67, P7
9783, C2, P12
9784, C51, P3
9785, C80, P18
9786, C41, P5
9787, C82, P17
9788, C57, P7
9789, C19, P16
9790, C81, P11
9791, C45, P7
9792, C59, P7
9793, C24, P10
9794, C75, P20
9795, C62, P18
9796, C80, P3
9797, C69, P3
9798, C93, P3
9799, C54, P5
9800, C39, P19
9801, C95, P15
9802, C93, P2
9803, C53, P4
9804, C53, P17
9805, C72, P2
9806, C76, P11
9807, C89, P19
9808, C75, P4
9809, C98, P6
9810, C74, P1
9811, C72, P18
9812, C18, P20
9813, C15, P18
9814, C96, P9
9815, C68, P13
9816, C51, P6
9817, C79, P17
9818, C6, P7
9819, C74, P15
9820, C56, P10
9821, C36, P5
9822, C25, P14
9823, C90, P2
9824, C94, P1
9825, C52, P6
9826, C85, P8
9827, C60, P18
9828, C14, P11
9829, C19, P7
9830, C2, P9
9831, C82, P9
9832, C37, P13
9833, C60, P8
9834, C1, P9
9835, C40, P5
9836, C66, P14
9837, C28, P10
9838, C88, P7
9839, C24, P15
9840, C87, P12
9841, C54, P10
9842, C71, P14
9843, C68, P12
9844, C9, P19
9845, C58, P9
9846, C83, P7
9847, C10, P19
9848, C46, P6
9849, C18, P9
9850, C40, P17
9851, C84, P7
9852, C15, P10
9853, C6, P7
9854, C94, P19
9855, C95, P10
9856, C44, P10
9857, C8, P11
9858, C64, P7
9859, C96, P18
9860, C48, P20
9861, C94, P6
9862, C98, P7
9863, C21, P7
9864, C9, P10
9865, C91, P13
9866, C97, P3
9867, C77, P2
9868, C17, P2
9869, C36, P13
9870, C70, P13
9871, C1, P16
9872, C81, P14
9873, C31, P19
9874, C66, P3
9875, C69, P2
9876, C94, P19
9877, C29, P6
9878, C24, P4
9879, C36, P2
9880, C95, P6
9881, C89, P9
9882, C20, P11
9883, C65, P11
9884, C87, P10
9885, C96, P8
9886, C41, P16
9887, C59, P9
9888, C91, P8
9889, C32, P9
9890, C45, P1
9891, C46, P9
9892, C93, P13
9893, C56, P6
9894, C9, P1
9895, C85, P15
9896, C75, P2
9897, C45, P17
9898, C28, P9
9899, C42, P17
9900, C32, P1
9901, C46, P20
9902, C85, P19
9903, C58, P9
9904, C2, P11
9905, C18, P13
9906, C10, P5
9907, C24, P16
9908, C84, P17
9909, C82, P12
9910, C19, P17
9911, C36, P5
9912, C49, P16
9913, C85, P2
9914, C52, P14
9915, C65, P8
9916, C66, P14
9917, C8, P1
9918, C48, P7
9919, C20, P9
9920, C84, P8
9921, C17, P1
9922, C100, P6
9923, C72, P11
9924, C47, P20
9925, C46, P12
9926, C73, P18
9927, C68, P17
9928, C33, P13
9929, C43, P8
9930, C41, P13
9931, C99, P13
9932, C34, P2
9933, C55, P1
9934, C46, P7
9935, C16, P19
9936, C73, P20
9937, C52, P15
9938, C42, P4
9939, C23, P18
9940, C40, P20
9941, C35, P7
9942, C82, P10
9943, C44, P17
9944, C86, P10
9945, C45, P19
9946, C21, P1
9947, C31, P14
9948, C28, P12
9949, C44, P7
9950, C8, P11
9951, C31, P11
9952, C43, P19
9953, C82, P15
9954, C19, P7
9955, C35, P19
9956, C45, P11
9957, C78, P15
9958, C57, P13
9959, C99, P8
9960, C19, P20
9961, C3, P3
9962, C17, P4
9963, C46, P1
9964, C61, P19
9965, C94, P17
9966, C98, P4
9967, C49, P18
9968, C24, P16
9969, C2, P17
9970, C90, P19
9971, C3, P19
9972, C59, P14
9973, C55, P17
9974, C38, P10
9975, C29, P20
9976, C18, P4
9977, C54, P18
9978, C77, P11
9979, C10, P17
9980, C87, P13
9981, C31, P16
9982, C53, P4
9983, C10, P9
9984, C99, P5
9985, C10, P16
9986, C89, P16
9987, C18, P13
9988, C34, P4
9989, C89, P4
9990, C73, P10
9991, C31, P15
9992, C60, P19
9993, C63, P11
9994, C89, P5
9995, C72, P2
9996, C59, P17
9997, C31, P8
9998, C20, P2
9999, C33, P10
10000, C89, P8
